# Gene Family	demo_Abundance-RPKs
UniRef90_F7M8U5|g__Bacteroides.s__Bacteroides_dorei	10.8225108225
UniRef90_A6KYL2	10.7526881720
UniRef90_A6KYL2|g__Bacteroides.s__Bacteroides_dorei	10.7526881720
UniRef90_D4V9W1	10.7526881720
UniRef90_D4V9W1|g__Bacteroides.s__Bacteroides_vulgatus	10.7526881720
UniRef90_D4VE06	10.7526881720
UniRef90_D4VE06|g__Bacteroides.s__Bacteroides_vulgatus	10.7526881720
UniRef90_R5J7Y8	10.7526881720
UniRef90_R5J7Y8|g__Bacteroides.s__Bacteroides_dorei	10.7526881720
UniRef90_R6HUH3	10.7526881720
UniRef90_R6HUH3|g__Bacteroides.s__Bacteroides_dorei	5.3763440860
UniRef90_R6HUH3|g__Bacteroides.s__Bacteroides_vulgatus	5.3763440860
UniRef90_R6HH14	10.7212475634
UniRef90_R6HH14|g__Bacteroides.s__Bacteroides_vulgatus	7.7972709552
UniRef90_R6HH14|g__Bacteroides.s__Bacteroides_dorei	2.9239766082
UniRef90_A6L0A6	10.6998366629
UniRef90_A6L0A6|g__Bacteroides.s__Bacteroides_vulgatus	8.7950747581
UniRef90_A6L0A6|g__Bacteroides.s__Bacteroides_dorei	1.9047619048
UniRef90_A6KYM6	10.6666666667
UniRef90_A6KYM6|g__Bacteroides.s__Bacteroides_vulgatus	6.6666666667
UniRef90_A6KYM6|g__Bacteroides.s__Bacteroides_dorei	4.0000000000
UniRef90_Z5XVM9	10.6655343460
UniRef90_Z5XVM9|unclassified	10.6655343460
UniRef90_A6L521	10.6589147287
UniRef90_A6L521|g__Bacteroides.s__Bacteroides_dorei	6.7829457364
UniRef90_A6L521|g__Bacteroides.s__Bacteroides_vulgatus	3.8759689922
UniRef90_B6VWS6	10.6382978723
UniRef90_B6VWS6|g__Bacteroides.s__Bacteroides_dorei	10.6382978723
UniRef90_A6L3N8	10.5820105820
UniRef90_A6L3N8|g__Bacteroides.s__Bacteroides_vulgatus	8.4656084656
UniRef90_A6L3N8|g__Bacteroides.s__Bacteroides_dorei	2.1164021164
UniRef90_A6L3V9	10.5820105820
UniRef90_A6L3V9|g__Bacteroides.s__Bacteroides_dorei	5.2910052910
UniRef90_A6L3V9|g__Bacteroides.s__Bacteroides_vulgatus	5.2910052910
UniRef90_R9HM66	10.5633802817
UniRef90_R9HM66|g__Bacteroides.s__Bacteroides_vulgatus	10.5633802817
UniRef90_A6KWX7	10.5263157895
UniRef90_A6KWX7|g__Bacteroides.s__Bacteroides_dorei	7.0175438596
UniRef90_A6KWX7|g__Bacteroides.s__Bacteroides_vulgatus	3.5087719298
UniRef90_A6L1I3	10.5263157895
UniRef90_A6L1I3|g__Bacteroides.s__Bacteroides_dorei	6.1403508772
UniRef90_A6L1I3|g__Bacteroides.s__Bacteroides_vulgatus	4.3859649123
UniRef90_R6IHA4	10.4986876640
UniRef90_R6IHA4|g__Bacteroides.s__Bacteroides_dorei	10.4986876640
UniRef90_A6L2J2	10.4712041885
UniRef90_A6L2J2|g__Bacteroides.s__Bacteroides_dorei	5.2356020942
UniRef90_A6L2J2|g__Bacteroides.s__Bacteroides_vulgatus	5.2356020942
UniRef90_A6L005	10.4305131429
UniRef90_A6L005|g__Bacteroides.s__Bacteroides_dorei	10.4305131429
UniRef90_A6L0V6	10.4166666667
UniRef90_A6L0V6|g__Bacteroides.s__Bacteroides_vulgatus	7.8125000000
UniRef90_A6L0V6|g__Bacteroides.s__Bacteroides_dorei	2.6041666667
UniRef90_A6L3L0	10.4166666667
UniRef90_A6L3L0|g__Bacteroides.s__Bacteroides_dorei	10.4166666667
UniRef90_I0PXY0	10.4166666667
UniRef90_I0PXY0|g__Bacteroides.s__Bacteroides_dorei	10.4166666667
UniRef90_I9R0Z5	10.4166666667
UniRef90_I9R0Z5|g__Bacteroides.s__Bacteroides_dorei	10.4166666667
UniRef90_R7P1E6	10.4165083418
UniRef90_R7P1E6|g__Bacteroides.s__Bacteroides_dorei	7.9745058998
UniRef90_R7P1E6|g__Bacteroides.s__Bacteroides_vulgatus	2.4420024420
UniRef90_R6HRH5	10.3626943005
UniRef90_R6HRH5|g__Bacteroides.s__Bacteroides_dorei	8.6355785838
UniRef90_R6HRH5|g__Bacteroides.s__Bacteroides_vulgatus	1.7271157168
UniRef90_A6L4N7	10.3519668737
UniRef90_A6L4N7|g__Bacteroides.s__Bacteroides_vulgatus	8.2815734990
UniRef90_A6L4N7|g__Bacteroides.s__Bacteroides_dorei	2.0703933747
UniRef90_A6KYS6	10.3359173127
UniRef90_A6KYS6|g__Bacteroides.s__Bacteroides_dorei	7.7519379845
UniRef90_A6KYS6|g__Bacteroides.s__Bacteroides_vulgatus	2.5839793282
UniRef90_R6HXS7	10.3359173127
UniRef90_R6HXS7|g__Bacteroides.s__Bacteroides_dorei	10.3359173127
UniRef90_I9RCY8	10.2880658436
UniRef90_I9RCY8|g__Bacteroides.s__Bacteroides_dorei	10.2880658436
UniRef90_A6L425	10.2707749767
UniRef90_A6L425|g__Bacteroides.s__Bacteroides_vulgatus	5.6022408964
UniRef90_A6L425|g__Bacteroides.s__Bacteroides_dorei	4.6685340803
UniRef90_A6KZC2	10.2564102564
UniRef90_A6KZC2|g__Bacteroides.s__Bacteroides_dorei	6.8376068376
UniRef90_A6KZC2|g__Bacteroides.s__Bacteroides_vulgatus	3.4188034188
UniRef90_I8WPJ5	10.1522842640
UniRef90_I8WPJ5|g__Bacteroides.s__Bacteroides_dorei	10.1522842640
UniRef90_R6HQ45	10.1371496720
UniRef90_R6HQ45|g__Bacteroides.s__Bacteroides_dorei	7.7519379845
UniRef90_R6HQ45|g__Bacteroides.s__Bacteroides_vulgatus	2.3852116875
UniRef90_R9HMC0	10.1010101010
UniRef90_R9HMC0|g__Bacteroides.s__Bacteroides_vulgatus	10.1010101010
UniRef90_A6L7K6	10.1010101010
UniRef90_A6L7K6|g__Bacteroides.s__Bacteroides_vulgatus	10.1010101010
UniRef90_D1K9J0	10.1010101010
UniRef90_D1K9J0|g__Bacteroides.s__Bacteroides_dorei	10.1010101010
UniRef90_I8VT24	10.1010101010
UniRef90_I8VT24|g__Bacteroides.s__Bacteroides_dorei	10.1010101010
UniRef90_R7P0G1	10.1010101010
UniRef90_R7P0G1|g__Bacteroides.s__Bacteroides_vulgatus	10.1010101010
UniRef90_N2B1P6	10.0488084984
UniRef90_N2B1P6|g__Bacteroides.s__Bacteroides_vulgatus	10.0488084984
UniRef90_A6KXW4	10.0456621005
UniRef90_A6KXW4|g__Bacteroides.s__Bacteroides_dorei	7.3059360731
UniRef90_A6KXW4|g__Bacteroides.s__Bacteroides_vulgatus	2.7397260274
UniRef90_A6L5E4	10.0338433672
UniRef90_A6L5E4|g__Bacteroides.s__Bacteroides_dorei	6.1728395062
UniRef90_A6L5E4|g__Bacteroides.s__Bacteroides_vulgatus	3.8610038610
UniRef90_A6L4G6	9.9947671376
UniRef90_A6L4G6|g__Bacteroides.s__Bacteroides_dorei	8.1632653061
UniRef90_A6L4G6|g__Bacteroides.s__Bacteroides_vulgatus	1.8315018315
UniRef90_Q64SI4	9.9591230026
UniRef90_Q64SI4|g__Bacteroides.s__Bacteroides_dorei	9.9591230026
UniRef90_A6KXG3	9.9502487562
UniRef90_A6KXG3|g__Bacteroides.s__Bacteroides_dorei	7.4626865672
UniRef90_A6KXG3|g__Bacteroides.s__Bacteroides_vulgatus	2.4875621891
UniRef90_Q45122	9.9502487562
UniRef90_Q45122|g__Bacteroides.s__Bacteroides_dorei	9.9502487562
UniRef90_R7NX63	9.9502487562
UniRef90_R7NX63|g__Bacteroides.s__Bacteroides_vulgatus	9.9502487562
UniRef90_R7NYB6	9.9354197715
UniRef90_R7NYB6|g__Bacteroides.s__Bacteroides_dorei	6.9547938400
UniRef90_R7NYB6|g__Bacteroides.s__Bacteroides_vulgatus	2.9806259314
UniRef90_A6KZJ3	9.9009900990
UniRef90_A6KZJ3|g__Bacteroides.s__Bacteroides_dorei	6.6006600660
UniRef90_A6KZJ3|g__Bacteroides.s__Bacteroides_vulgatus	3.3003300330
UniRef90_A6L1J3	9.8039215686
UniRef90_A6L1J3|g__Bacteroides.s__Bacteroides_vulgatus	9.8039215686
UniRef90_I8VHT2	9.8039215686
UniRef90_I8VHT2|g__Bacteroides.s__Bacteroides_dorei	9.8039215686
UniRef90_Q64SB7	9.8039215686
UniRef90_Q64SB7|g__Bacteroides.s__Bacteroides_dorei	9.8039215686
UniRef90_R7NYS9	9.8039215686
UniRef90_R7NYS9|g__Bacteroides.s__Bacteroides_vulgatus	9.8039215686
UniRef90_R7P0L5	9.8039215686
UniRef90_R7P0L5|g__Bacteroides.s__Bacteroides_vulgatus	9.8039215686
UniRef90_R9HMC3	9.8039215686
UniRef90_R9HMC3|g__Bacteroides.s__Bacteroides_vulgatus	9.8039215686
UniRef90_R7NX56	9.7723112786
UniRef90_R7NX56|g__Bacteroides.s__Bacteroides_dorei	4.8872322000
UniRef90_R7NX56|g__Bacteroides.s__Bacteroides_vulgatus	4.8850790786
UniRef90_A6KZD1	9.7465886940
UniRef90_A6KZD1|g__Bacteroides.s__Bacteroides_vulgatus	9.7465886940
UniRef90_A6KWF9	9.7323600973
UniRef90_A6KWF9|g__Bacteroides.s__Bacteroides_vulgatus	9.7323600973
UniRef90_A6LIM8	9.7087378641
UniRef90_A6LIM8|g__Bacteroides.s__Bacteroides_vulgatus	6.4724919094
UniRef90_A6LIM8|g__Bacteroides.s__Bacteroides_dorei	3.2362459547
UniRef90_G1ULH7	9.7087378641
UniRef90_G1ULH7|g__Bacteroides.s__Bacteroides_dorei	9.7087378641
UniRef90_A6L3L3	9.6969696970
UniRef90_A6L3L3|g__Bacteroides.s__Bacteroides_vulgatus	6.0606060606
UniRef90_A6L3L3|g__Bacteroides.s__Bacteroides_dorei	3.6363636364
UniRef90_C6Z4Y7	9.6648754053
UniRef90_C6Z4Y7|g__Bacteroides.s__Bacteroides_dorei	9.6648754053
UniRef90_I9TW05	9.6618357488
UniRef90_I9TW05|g__Bacteroides.s__Bacteroides_vulgatus	9.6618357488
UniRef90_R6E713	9.6618357488
UniRef90_R6E713|g__Bacteroides.s__Bacteroides_vulgatus	9.6618357488
UniRef90_R6HMM6	9.6618357488
UniRef90_R6HMM6|g__Bacteroides.s__Bacteroides_dorei	9.6618357488
UniRef90_R6IEA8	9.6618357488
UniRef90_R6IEA8|g__Bacteroides.s__Bacteroides_vulgatus	7.2463768116
UniRef90_R6IEA8|g__Bacteroides.s__Bacteroides_dorei	2.4154589372
UniRef90_R9HD03	9.6618357488
UniRef90_R9HD03|g__Bacteroides.s__Bacteroides_vulgatus	9.6618357488
UniRef90_I9QPJ8	9.6339113680
UniRef90_I9QPJ8|g__Bacteroides.s__Bacteroides_dorei	5.7803468208
UniRef90_I9QPJ8|g__Bacteroides.s__Bacteroides_vulgatus	3.8535645472
UniRef90_R6IM61	9.6162900188
UniRef90_R6IM61|g__Bacteroides.s__Bacteroides_dorei	7.5329566855
UniRef90_R6IM61|g__Bacteroides.s__Bacteroides_vulgatus	2.0833333333
UniRef90_R6HW91	9.6156606102
UniRef90_R6HW91|g__Bacteroides.s__Bacteroides_dorei	6.8027210884
UniRef90_R6HW91|g__Bacteroides.s__Bacteroides_vulgatus	2.8129395218
UniRef90_D4VKI7	9.5909274488
UniRef90_D4VKI7|g__Bacteroides.s__Bacteroides_vulgatus	7.0218844174
UniRef90_D4VKI7|g__Bacteroides.s__Bacteroides_dorei	2.5690430315
UniRef90_A6L3F8	9.5238095238
UniRef90_A6L3F8|g__Bacteroides.s__Bacteroides_vulgatus	6.3492063492
UniRef90_A6L3F8|g__Bacteroides.s__Bacteroides_dorei	3.1746031746
UniRef90_A6L747	9.5238095238
UniRef90_A6L747|g__Bacteroides.s__Bacteroides_vulgatus	9.5238095238
UniRef90_A6LIM9	9.5238095238
UniRef90_A6LIM9|g__Bacteroides.s__Bacteroides_vulgatus	9.5238095238
UniRef90_D4VEG7	9.5238095238
UniRef90_D4VEG7|g__Bacteroides.s__Bacteroides_dorei	4.7619047619
UniRef90_D4VEG7|g__Bacteroides.s__Bacteroides_vulgatus	4.7619047619
UniRef90_G1UM27	9.5238095238
UniRef90_G1UM27|g__Bacteroides.s__Bacteroides_vulgatus	9.5238095238
UniRef90_I9F8Y2	9.5238095238
UniRef90_I9F8Y2|g__Bacteroides.s__Bacteroides_dorei	9.5238095238
UniRef90_R6HUZ0	9.5238095238
UniRef90_R6HUZ0|g__Bacteroides.s__Bacteroides_dorei	6.3492063492
UniRef90_R6HUZ0|g__Bacteroides.s__Bacteroides_vulgatus	3.1746031746
UniRef90_R6HXN6	9.5238095238
UniRef90_R6HXN6|g__Bacteroides.s__Bacteroides_dorei	9.5238095238
UniRef90_V3KIQ1	9.5054275569
UniRef90_V3KIQ1|unclassified	9.5054275569
UniRef90_A6KXW1	9.4966761633
UniRef90_A6KXW1|g__Bacteroides.s__Bacteroides_vulgatus	5.6980056980
UniRef90_A6KXW1|g__Bacteroides.s__Bacteroides_dorei	3.7986704653
UniRef90_E1WS10	9.4562647754
UniRef90_E1WS10|g__Bacteroides.s__Bacteroides_dorei	7.0921985816
UniRef90_E1WS10|g__Bacteroides.s__Bacteroides_vulgatus	2.3640661939
UniRef90_A0A015V946	9.4508301405
UniRef90_A0A015V946|g__Bacteroides.s__Bacteroides_dorei	9.4508301405
UniRef90_R6HZG1	9.4425738870
UniRef90_R6HZG1|g__Bacteroides.s__Bacteroides_dorei	9.4425738870
UniRef90_A6L6C5	9.4228504122
UniRef90_A6L6C5|g__Bacteroides.s__Bacteroides_vulgatus	9.4228504122
UniRef90_R6HZ88	9.3896713615
UniRef90_R6HZ88|g__Bacteroides.s__Bacteroides_vulgatus	7.0422535211
UniRef90_R6HZ88|g__Bacteroides.s__Bacteroides_dorei	2.3474178404
UniRef90_Z9JXD8	9.3092450619
UniRef90_Z9JXD8|unclassified	9.3092450619
UniRef90_A6L011	9.2865849747
UniRef90_A6L011|g__Bacteroides.s__Bacteroides_vulgatus	4.6620046620
UniRef90_A6L011|g__Bacteroides.s__Bacteroides_dorei	4.6245803127
UniRef90_C3QUC7	9.2592592593
UniRef90_C3QUC7|g__Bacteroides.s__Bacteroides_dorei	9.2592592593
UniRef90_I9R6V8	9.2592592593
UniRef90_I9R6V8|g__Bacteroides.s__Bacteroides_dorei	9.2592592593
UniRef90_A6L426	9.2592592593
UniRef90_A6L426|g__Bacteroides.s__Bacteroides_vulgatus	5.5555555556
UniRef90_A6L426|g__Bacteroides.s__Bacteroides_dorei	3.7037037037
UniRef90_Z9JRB3	9.1884719908
UniRef90_Z9JRB3|unclassified	9.1884719908
UniRef90_R6SGE3	9.1863517060
UniRef90_R6SGE3|g__Bacteroides.s__Bacteroides_vulgatus	6.5616797900
UniRef90_R6SGE3|g__Bacteroides.s__Bacteroides_dorei	2.6246719160
UniRef90_R7NPP0	9.1827364555
UniRef90_R7NPP0|g__Bacteroides.s__Bacteroides_vulgatus	6.4279155188
UniRef90_R7NPP0|g__Bacteroides.s__Bacteroides_dorei	2.7548209366
UniRef90_R7P473	9.1567114007
UniRef90_R7P473|g__Bacteroides.s__Bacteroides_vulgatus	7.1231446259
UniRef90_R7P473|g__Bacteroides.s__Bacteroides_dorei	2.0335667748
UniRef90_A0A015YC48	9.1324200913
UniRef90_A0A015YC48|g__Bacteroides.s__Bacteroides_dorei	9.1324200913
UniRef90_A6KXL2	9.1324200913
UniRef90_A6KXL2|g__Bacteroides.s__Bacteroides_vulgatus	7.6103500761
UniRef90_A6KXL2|g__Bacteroides.s__Bacteroides_dorei	1.5220700152
UniRef90_D1JZ97	9.1185410334
UniRef90_D1JZ97|g__Bacteroides.s__Bacteroides_vulgatus	8.1053698075
UniRef90_D1JZ97|g__Bacteroides.s__Bacteroides_dorei	1.0131712259
UniRef90_R6HSM1	9.0909090909
UniRef90_R6HSM1|g__Bacteroides.s__Bacteroides_dorei	9.0909090909
UniRef90_A6L3K4	9.0909090909
UniRef90_A6L3K4|g__Bacteroides.s__Bacteroides_dorei	4.5454545455
UniRef90_A6L3K4|g__Bacteroides.s__Bacteroides_vulgatus	4.5454545455
UniRef90_A6L5W8	9.0909090909
UniRef90_A6L5W8|g__Bacteroides.s__Bacteroides_vulgatus	9.0909090909
UniRef90_X5M7Z0	9.0719420554
UniRef90_X5M7Z0|unclassified	9.0719420554
UniRef90_C3R8N2	9.0702947846
UniRef90_C3R8N2|g__Bacteroides.s__Bacteroides_dorei	9.0702947846
UniRef90_A6KX76	9.0090090090
UniRef90_A6KX76|g__Bacteroides.s__Bacteroides_vulgatus	9.0090090090
UniRef90_C3PZG9	9.0090090090
UniRef90_C3PZG9|g__Bacteroides.s__Bacteroides_dorei	9.0090090090
UniRef90_D1K0P7	9.0090090090
UniRef90_D1K0P7|g__Bacteroides.s__Bacteroides_vulgatus	9.0090090090
UniRef90_K9EB06	9.0090090090
UniRef90_K9EB06|g__Bacteroides.s__Bacteroides_dorei	9.0090090090
UniRef90_R6HWJ1	9.0090090090
UniRef90_R6HWJ1|g__Bacteroides.s__Bacteroides_dorei	6.7567567568
UniRef90_R6HWJ1|g__Bacteroides.s__Bacteroides_vulgatus	2.2522522523
UniRef90_R7NWZ3	8.9686098655
UniRef90_R7NWZ3|g__Bacteroides.s__Bacteroides_dorei	7.4738415546
UniRef90_R7NWZ3|g__Bacteroides.s__Bacteroides_vulgatus	1.4947683109
UniRef90_R6IKC9	8.9605734767
UniRef90_R6IKC9|g__Bacteroides.s__Bacteroides_vulgatus	5.3763440860
UniRef90_R6IKC9|g__Bacteroides.s__Bacteroides_dorei	3.5842293907
UniRef90_B8RBV1	8.9493644040
UniRef90_B8RBV1|unclassified	8.9493644040
UniRef90_V5V2L3	8.8892176814
UniRef90_V5V2L3|unclassified	8.8892176814
UniRef90_A6L2T0	8.8888888889
UniRef90_A6L2T0|g__Bacteroides.s__Bacteroides_dorei	8.8888888889
UniRef90_R7P164	8.8888888889
UniRef90_R7P164|g__Bacteroides.s__Bacteroides_vulgatus	8.8888888889
UniRef90_R7NQB2	8.8719898606
UniRef90_R7NQB2|g__Bacteroides.s__Bacteroides_vulgatus	6.3371356147
UniRef90_R7NQB2|g__Bacteroides.s__Bacteroides_dorei	2.5348542459
UniRef90_R7NTM2	8.8652482270
UniRef90_R7NTM2|g__Bacteroides.s__Bacteroides_dorei	4.4326241135
UniRef90_R7NTM2|g__Bacteroides.s__Bacteroides_vulgatus	4.4326241135
UniRef90_R6HVI9	8.8585130707
UniRef90_R6HVI9|g__Bacteroides.s__Bacteroides_vulgatus	5.2183674649
UniRef90_R6HVI9|g__Bacteroides.s__Bacteroides_dorei	3.6401456058
UniRef90_A6L7N1	8.8495575221
UniRef90_A6L7N1|g__Bacteroides.s__Bacteroides_dorei	5.8997050147
UniRef90_A6L7N1|g__Bacteroides.s__Bacteroides_vulgatus	2.9498525074
UniRef90_R7P217	8.8300220751
UniRef90_R7P217|g__Bacteroides.s__Bacteroides_vulgatus	8.8300220751
UniRef90_R7P0R2	8.8183421517
UniRef90_R7P0R2|g__Bacteroides.s__Bacteroides_dorei	5.2910052910
UniRef90_R7P0R2|g__Bacteroides.s__Bacteroides_vulgatus	3.5273368607
UniRef90_A6L4F4	8.8159835540
UniRef90_A6L4F4|g__Bacteroides.s__Bacteroides_dorei	8.1370969281
UniRef90_A6L4F4|g__Bacteroides.s__Bacteroides_vulgatus	0.6788866259
UniRef90_A6KWI9	8.7719298246
UniRef90_A6KWI9|g__Bacteroides.s__Bacteroides_vulgatus	5.8479532164
UniRef90_A6KWI9|g__Bacteroides.s__Bacteroides_dorei	2.9239766082
UniRef90_A6L7J9	8.7719298246
UniRef90_A6L7J9|g__Bacteroides.s__Bacteroides_dorei	4.3859649123
UniRef90_A6L7J9|g__Bacteroides.s__Bacteroides_vulgatus	4.3859649123
UniRef90_B6VX47	8.7719298246
UniRef90_B6VX47|g__Bacteroides.s__Bacteroides_dorei	8.7719298246
UniRef90_I8ZN39	8.7719298246
UniRef90_I8ZN39|g__Bacteroides.s__Bacteroides_vulgatus	8.7719298246
UniRef90_J9CCP1	8.7719298246
UniRef90_J9CCP1|g__Bacteroides.s__Bacteroides_dorei	8.7719298246
UniRef90_R9ICM0	8.7719298246
UniRef90_R9ICM0|g__Bacteroides.s__Bacteroides_dorei	8.7719298246
UniRef90_Y0KIL9	8.7447954250
UniRef90_Y0KIL9|unclassified	8.7447954250
UniRef90_R6CPE5	8.7437607306
UniRef90_R6CPE5|g__Bacteroides.s__Bacteroides_vulgatus	6.2421972534
UniRef90_R6CPE5|g__Bacteroides.s__Bacteroides_dorei	2.5015634772
UniRef90_A6L071	8.7209302326
UniRef90_A6L071|g__Bacteroides.s__Bacteroides_dorei	6.7829457364
UniRef90_A6L071|g__Bacteroides.s__Bacteroides_vulgatus	1.9379844961
UniRef90_Q8A8Q1	8.7145969499
UniRef90_Q8A8Q1|g__Bacteroides.s__Bacteroides_dorei	6.5359477124
UniRef90_Q8A8Q1|g__Bacteroides.s__Bacteroides_vulgatus	2.1786492375
UniRef90_A6L2T8	8.7032201915
UniRef90_A6L2T8|g__Bacteroides.s__Bacteroides_vulgatus	6.0922541340
UniRef90_A6L2T8|g__Bacteroides.s__Bacteroides_dorei	2.6109660574
UniRef90_Q650E3	8.7032201915
UniRef90_Q650E3|g__Bacteroides.s__Bacteroides_vulgatus	5.2219321149
UniRef90_Q650E3|g__Bacteroides.s__Bacteroides_dorei	3.4812880766
UniRef90_A6L5I7	8.6956521739
UniRef90_A6L5I7|g__Bacteroides.s__Bacteroides_dorei	5.7971014493
UniRef90_A6L5I7|g__Bacteroides.s__Bacteroides_vulgatus	2.8985507246
UniRef90_R6HLF3	8.6808144062
UniRef90_R6HLF3|g__Bacteroides.s__Bacteroides_vulgatus	5.7568377980
UniRef90_R6HLF3|g__Bacteroides.s__Bacteroides_dorei	2.9239766082
UniRef90_R6E706	8.6685409458
UniRef90_R6E706|g__Bacteroides.s__Bacteroides_vulgatus	8.6685409458
UniRef90_A6L541	8.6599576271
UniRef90_A6L541|g__Bacteroides.s__Bacteroides_vulgatus	5.1877354049
UniRef90_A6L541|g__Bacteroides.s__Bacteroides_dorei	3.4722222222
UniRef90_R9HKW4	8.6580086580
UniRef90_R9HKW4|g__Bacteroides.s__Bacteroides_vulgatus	8.6580086580
UniRef90_X6L320	8.6463137003
UniRef90_X6L320|unclassified	8.6463137003
UniRef90_A6KZS6	8.6355785838
UniRef90_A6KZS6|g__Bacteroides.s__Bacteroides_dorei	4.3177892919
UniRef90_A6KZS6|g__Bacteroides.s__Bacteroides_vulgatus	4.3177892919
UniRef90_I8WPF6	8.6206896552
UniRef90_I8WPF6|g__Bacteroides.s__Bacteroides_dorei	8.6206896552
UniRef90_R9H4X2	8.6206896552
UniRef90_R9H4X2|g__Bacteroides.s__Bacteroides_vulgatus	8.6206896552
UniRef90_A6KWX4	8.6021505376
UniRef90_A6KWX4|g__Bacteroides.s__Bacteroides_vulgatus	7.5268817204
UniRef90_A6KWX4|g__Bacteroides.s__Bacteroides_dorei	1.0752688172
UniRef90_A6KXL3	8.5606228756
UniRef90_A6KXL3|g__Bacteroides.s__Bacteroides_dorei	5.2356020942
UniRef90_A6KXL3|g__Bacteroides.s__Bacteroides_vulgatus	3.3250207814
UniRef90_A6L3G3	8.5470085470
UniRef90_A6L3G3|g__Bacteroides.s__Bacteroides_dorei	5.6980056980
UniRef90_A6L3G3|g__Bacteroides.s__Bacteroides_vulgatus	2.8490028490
UniRef90_G1ULJ7	8.5470085470
UniRef90_G1ULJ7|g__Bacteroides.s__Bacteroides_dorei	8.5470085470
UniRef90_I9Q7S0	8.5470085470
UniRef90_I9Q7S0|g__Bacteroides.s__Bacteroides_dorei	8.5470085470
UniRef90_R6HF15	8.5470085470
UniRef90_R6HF15|g__Bacteroides.s__Bacteroides_dorei	8.5470085470
UniRef90_R6HK63	8.5470085470
UniRef90_R6HK63|g__Bacteroides.s__Bacteroides_vulgatus	8.5470085470
UniRef90_A6L2U5	8.5251491901
UniRef90_A6L2U5|g__Bacteroides.s__Bacteroides_vulgatus	5.1150895141
UniRef90_A6L2U5|g__Bacteroides.s__Bacteroides_dorei	3.4100596760
UniRef90_E5UWP0	8.5034013605
UniRef90_E5UWP0|g__Bacteroides.s__Bacteroides_dorei	8.5034013605
UniRef90_C3PZ85	8.4925690021
UniRef90_C3PZ85|g__Bacteroides.s__Bacteroides_vulgatus	8.4925690021
UniRef90_Z9JLB1	8.4767761266
UniRef90_Z9JLB1|unclassified	8.4767761266
UniRef90_A6L389	8.4745762712
UniRef90_A6L389|g__Bacteroides.s__Bacteroides_vulgatus	5.6497175141
UniRef90_A6L389|g__Bacteroides.s__Bacteroides_dorei	2.8248587571
UniRef90_C3Q1A4	8.4745762712
UniRef90_C3Q1A4|g__Bacteroides.s__Bacteroides_dorei	4.2372881356
UniRef90_C3Q1A4|g__Bacteroides.s__Bacteroides_vulgatus	4.2372881356
UniRef90_A6L1F0	8.4602368866
UniRef90_A6L1F0|g__Bacteroides.s__Bacteroides_vulgatus	5.0761421320
UniRef90_A6L1F0|g__Bacteroides.s__Bacteroides_dorei	3.3840947547
UniRef90_R7P3B2	8.4602368866
UniRef90_R7P3B2|g__Bacteroides.s__Bacteroides_vulgatus	8.4602368866
UniRef90_D4V6Z2	8.4541062802
UniRef90_D4V6Z2|g__Bacteroides.s__Bacteroides_dorei	4.8309178744
UniRef90_D4V6Z2|g__Bacteroides.s__Bacteroides_vulgatus	3.6231884058
UniRef90_R7NQ41	8.4541062802
UniRef90_R7NQ41|g__Bacteroides.s__Bacteroides_vulgatus	8.4541062802
UniRef90_R6HXQ6	8.4485407066
UniRef90_R6HXQ6|g__Bacteroides.s__Bacteroides_dorei	4.6082949309
UniRef90_R6HXQ6|g__Bacteroides.s__Bacteroides_vulgatus	3.8402457757
UniRef90_C6Z7R9	8.4388185654
UniRef90_C6Z7R9|g__Bacteroides.s__Bacteroides_dorei	8.4388185654
UniRef90_F0R7P9	8.4388185654
UniRef90_F0R7P9|g__Bacteroides.s__Bacteroides_dorei	8.4388185654
UniRef90_R6L547	8.4388185654
UniRef90_R6L547|g__Bacteroides.s__Bacteroides_dorei	8.4388185654
UniRef90_R6HYJ4	8.4306095979
UniRef90_R6HYJ4|g__Bacteroides.s__Bacteroides_dorei	4.5395590143
UniRef90_R6HYJ4|g__Bacteroides.s__Bacteroides_vulgatus	3.8910505837
UniRef90_Q5L8W2	8.4291187739
UniRef90_Q5L8W2|g__Bacteroides.s__Bacteroides_dorei	5.3639846743
UniRef90_Q5L8W2|g__Bacteroides.s__Bacteroides_vulgatus	3.0651340996
UniRef90_R6HKI1	8.4210526316
UniRef90_R6HKI1|g__Bacteroides.s__Bacteroides_dorei	6.3157894737
UniRef90_R6HKI1|g__Bacteroides.s__Bacteroides_vulgatus	2.1052631579
UniRef90_A6L006	8.4175084175
UniRef90_A6L006|g__Bacteroides.s__Bacteroides_dorei	4.2087542088
UniRef90_A6L006|g__Bacteroides.s__Bacteroides_vulgatus	4.2087542088
UniRef90_A6KZ63	8.3857442348
UniRef90_A6KZ63|g__Bacteroides.s__Bacteroides_dorei	8.3857442348
UniRef90_A6L3V6	8.3857442348
UniRef90_A6L3V6|g__Bacteroides.s__Bacteroides_vulgatus	6.2893081761
UniRef90_A6L3V6|g__Bacteroides.s__Bacteroides_dorei	2.0964360587
UniRef90_A6L529	8.3798882682
UniRef90_A6L529|g__Bacteroides.s__Bacteroides_vulgatus	5.5865921788
UniRef90_A6L529|g__Bacteroides.s__Bacteroides_dorei	2.7932960894
UniRef90_A6KY23	8.3752093802
UniRef90_A6KY23|g__Bacteroides.s__Bacteroides_dorei	5.0251256281
