	N00002	N00003	N00005	N00007	N00009	N00010	N00011	N00015	N00017	N00019	N00021	N00022	N00024	N00027	N00028	N00029	N00032	N00033	N00034	N00040	N00042	N00044	N00046	N00047	N00048	N00050	N00053	N00054	N00056	N00058	N00060	N00061	N00062	N00064	N00066	N00067	N00070	N00071	N00072	N00076	N00078	N00080	N00082	N00084	N00086	N00088	N00089	N00090	N00091	N00092	N00093	N00100	N00102	N00104	N00106	N00108	N00109	N00112	N00114	N00115	N00116	N00117	N00119	N00120	N00121	N00123	N00125	N00127	N00129	N00133	N00134	N00136	N00138	N00140	N00141	N00143	N00144	N00146	N00148	N00150	N00153	N00154	N00157	N00159	N00161	N00164	N00166	N00170	N00172	N00174	N00176	N00177	N00178	N00179	N00180	N00182	N00184	N00185	N00186	N00188	N00190	N00192	N00193	N00194	N00195	N00197	N00198	N00199	N00200	N00201	N00202	N00203	N00205	N00207	N00209	N00211	N00213	N00215	N00216	N00217	N00219	N00221	N00222	N00223	N00225	N00228	N00229	N00230	N00234	N00236	N00237	N00240	N00241	N00242	N00243	N00244	N00246	N00248	N00254	N00255	N00256	N00257	N00263	N00265	N00267	N00269	N00272	N00275	N00277	N00278	N00279	N00284	N00285	N00286	N00287	N00291	N00292	N00294	N00297	N00299	N00300	N00313	N00319	N00326	N00328	N00329	N00356	N00357	N00358	N00360	N00362	N00364	N00366	N00367	N00368	N00370	N00371	N00372	N00373	N00378	N00380	N00383	N00385	N00387	N00391	N00395	N00398	N00399	N00401	N00403	N00404	N00408	N00410	N00412	N00414	N00415	N00417	N00418	N00420	N00422	N00424	N00428	N00430	N00431	N00432	N00436	N00440	N00442	N00446	N00447	N00449	N00453	N00457	N00460	N00461	N00469	N00471	N00472	N00473	N00474	N00477	N00479	N00481	N00483	N00485	N00487	N00488	N00489	N00496	N00497	N00499	N00501	N00505	N00507	N00510	N00513	N00514	N00515	N00518	N00520	N00522	N00525	N00529	N00650	N00652	N00654	N00656	N00657	N00658	N00661	N00665	N00667	N00669	N00671	N00673
Blautia 50	0	0.000199177	0	0	0	0	0	0	0	0	3.24517e-05	4.43282e-05	0	0	0	0.022918562	3.20873e-05	0	0	0	0.002524483	0	0.0032727	0.004756202	0.002612671	0	0	0	0.00306134	0	0	0	0.000246154	0.006336512	0	0	0	0	0	0.008863486	0.001917913	0.001301882	0	0	0	0	0	0	0	0.001052398	0.001885014	3.48371e-05	0	0	0	0	2.38869e-05	0	0	3.37098e-05	0	0	0.004447447	0.004843397	0	0.001922338	0	0	0.029275809	0	0	0	0	0	0	0.012740719	0.005269035	0.002981639	0	0	0.005022693	0.027596588	0	0	0	0	0.001490757	0	0	0	0	0	0	0	0.002480561	0.000635021	0	0.000214638	0	0.00312729	3.11974e-05	8.33611e-05	0	0	0	0.00010099	0	0	0	0	0	0	0	0	0	0.004497476	0	0	0	0.000132696	0	0	0	0	0.004318472	0.000135217	0.001551378	0.00248087	0	0	0	0.00045106	0.001512605	0.007627879	0.005115613	0	0	0.049197596	0	0	0.003339595	0.003679853	0	0	0.020414643	0	0	0	0	0	0	0	0.004293912	0.008465482	0.001345629	0	0	0.02530581	0	0	0.001103331	0	0.013668614	0	0.000965173	0.000178667	0	9.55201e-05	0	0	0.001445922	0.000233645	0.005651905	0.005785667	0	0	0	0	0.000103199	0	0.001013465	0	0	0	0	0	0	0	0.00851699	0	0	0	0	0	0.000657895	0	0	0	0	0	0.006401463	4.65571e-05	0	5.82072e-05	0.001551919	0.001631888	0.000545019	0.004517356	0	0	0.001674894	0.004297893	0	0	0.00218547	0	0	6.39857e-05	0.000679843	0.000716362	7.1011e-05	0	0	4.74586e-05	0	0.003519887	0.004096762	0	0	0	0	3.32292e-05	0.001380522	0	0.012236767	0.005811966	0	0	0	2.68356e-05	0	0	4.14886e-05	0	0	0.011268253	0.00015361	0.000160823	0	0	0.004106892	0	0.001819934	0	0
Rothia 178	6.33032e-05	0	0	0	0	0.000215239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.70511e-05	0	0	6.84346e-05	0	0	0	0.013625195	0	0	0	0	0	0	0	0	0	0	0	0	0	6.19944e-05	0	0	0	0	0	0	0	0	0	6.96743e-05	0	0	0	1.19988e-05	0	0.00036523	0	0	0.000225213	0	0	0	0	0	0	0	0	0	0	0.00056532	0.004016685	0.000520427	0	0	0	0.000313857	0	0	0	0	0	7.33999e-05	0.000144865	0.000419393	0	0	0	0	0.026035132	0	0	0	0	0.000277822	0.00051573	0	0.000442087	0	0	0	0	0.007905668	0.002009219	0	0	0	0	0	0	0	0	0	0.000308976	0	0.000868558	0.006463969	0.007082398	0.000928875	0.001077918	0	0	0	0	0	0	0	0	0.054263566	0	0	0	0	0	0.000730016	0	6.19617e-05	0	0	0	0	0	0	0	0	0	0	0	0.003923107	0	0.02854982	8.026e-05	0	3.95773e-05	5.65131e-05	0	0.000458716	0	0	0	0	0.000121731	0	0	0	0	0	0	0.005380727	0	0.022429907	0	0	0.000212555	0	0	0	0	0	0	0.001432254	0.005227999	0	0	0.002107728	0.002214489	0	0	0	0	0	0	0	0	0.054181149	0	0	0	0	0	0.000954421	0	0	0	0	0	0	0	0.000266584	0	0.000281829	0.000424899	0	0	0	0	0	0	0	0	0	0	0	0	0.000175994	3.2514e-05	0.001507727	0	0	0	0	0.000376506	0	0	0	0.000107069	0	0.000647878	0	0.000198728	4.1115e-05	0	0.002544529	0.001675042	0	0	0	0	0	0	0	0.000107055	0.012001864	0
Blautia 239	3.16516e-05	0.000398353	0	0	0	0	0	0	0.000824158	0.000596421	0.08281681	0.051952657	0.042457382	0	0.000308293	0.00466333	3.20873e-05	8.39913e-05	0.000173717	0	0.000174102	0	0.011111957	0.010915312	0.001586265	0	0.000391824	0	0.022676594	0	0	0	0.000307692	0.001045832	6.39386e-05	0	0	0.000204532	0	0.000994036	0	0.001704845	0	0	0	0	0	8.06712e-05	0	0.000609283	0	0	0	0	0	0	0	0	0	0	0	0.000109266	0.026572088	0.025912173	0	0.000512623	0	0	0.00046225	0	0.000819672	0	0	0	0	0.004979132	0.006246074	0.000209238	0	0	0.013736762	0.011289513	0	0	0	0	0.001590141	0	0	0	0	0	0	0	0.008061823	0	0	0	0	0	3.11974e-05	0	0	0	0.000118189	0	0	0	0	0	0	0	0	0	0	0.002845342	0	0	0	0	0	0	0	0	0.00085153	0	0.001277605	0	0	0	0	0	0	0	0	0	0	0.004523205	0	0	0.008736619	0.005432164	0	0	0.003809887	0	0.009768542	0	0	0	0.002727215	0	0.001605201	0.000119232	0.002889144	0	0	0	0	0	0	0	0.009616722	0	0.000160862	0.001161336	0	0.00028656	0	0	0	0	0.002709817	0.003681788	0.003684285	0	0	0	0	0	0	0	0	0	0	0	0	0.002871826	0.003599965	0	0	0	0	0	0.000657895	0	0	0	0.003092358	0	0	0	0.011391432	0.005471478	0.001175696	0.000416652	0.000109004	0.001307656	0	0	0.000396685	0	0	0	0.0001772	0	9.54654e-05	0	0	0	0.000946813	0.000309358	0	0	0	0.000351989	0.000260112	0	0	0	0	0	0	0	0.001138304	0.013128205	0	0	0	0	0	0	4.14886e-05	0	0	0	0.001305684	0.001366999	0	0.000152835	0.00556962	0.008808221	0.013810085	0	0
Blautia 118	0.00060138	0	0	0	0	0	0	0	0	0	0.041116339	0.03435436	0.032915192	0	0	0	0	8.39913e-05	0	0	0.000609358	0	0	0	0	0	0.001110168	0	0	0.007232695	0	0	0.000553846	0.000922793	0	0	0.00019558	0	0	0	0	0.000433961	0	0	0	0.012924311	0.011158342	0.006211681	0.009674706	0.000276947	0.000507504	3.48371e-05	0.000643724	0	0.000571211	0	0	0	0	0	0	0	0.000225187	0	0	0	0	0	0.001078582	0	0	2.56964e-05	0	0	0	0.00029289	6.97885e-05	0	0	0.002746714	0.004599092	0.00526844	0	0	0.014921049	0	0	0	0	0	0	0	0	0	0	0.000555644	0	0	0	0	0.00046796	0	0	0	0	0	0	0.001554519	0.002247191	0	0	0	0	0	0	0	0	0	0	0	0	0.148551822	0.102571726	0	0	0	0.000182515	0	0	0	0	0	0	0	0	0	0	0	0.000446269	0.001784652	0.000327996	0.000438078	0	0	6.34981e-05	0	0.00012444	0	0	0	6.34236e-05	0	0	0.000357696	0.000949856	0	0	0	0	0	0	0	0.000173901	0	0.001930347	0.000446668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003674219	0	0	0	0	0	0	6.25313e-05	0	0	0	0	0	0	0	0	0	0	2.32786e-05	0.000139772	0	0.001034612	3.4721e-05	0.143521546	0.00053495	0	0	0.00114598	0	0	0	0.001831069	0	9.54654e-05	6.39857e-05	4.85602e-05	0	0.000142022	0.000309358	0	0	0	0	0	0	0	0	0	3.32292e-05	0.000376506	0	0.007968127	0	2.67673e-05	0	0	0.003891155	0	0	0	0	0	0	0	0	0	0	0.000675105	0.006672895	0	0	0
Rothia 1557	0	0	3.36734e-05	0	0	0	0	0	0	0	0.000454324	0	0	0	0	0	0	0	0	0	0.000217628	0	0	0	0	0	6.5304e-05	0.002680366	0	5.80939e-05	0	0	0	0	0	0	0	4.09065e-05	0	0	0	0.00021698	0	0	0	0	0	0	0	0	0	0.000209023	0	0	0	0.000155984	0.000191095	0	0	0	0.001013456	0	0	0	0	0	0	0	0	0.000212483	0	0	0.001390391	0.005464481	0	0	0	0.001726212	0	0	0	0	0	0.0001468	0.00159351	0.003942292	0	0	0	0.000120729	7.84191e-05	0	0	0.000877148	0	0.000158755	0	0	0	9.77278e-05	3.11974e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007900407	0.035066505	0	0.000153988	0.000201837	0	0	0	0.000540869	0	0	0	0	0	0	0	0	0.000306937	0	0	0.000433732	0	0	0	0	0	0	0	0	0	0	0.000291687	0.000392311	0	0.024768387	0.00036117	0.000476929	3.95773e-05	0.001525855	0	0.000152905	0	0	0	0.001580715	0	0	0	0	0	0	0	0.005217675	0	0.01728972	0.000619387	0	0.000708516	0	0	0	0	0	0	0.00011458	0.000580889	0.002449479	0	0.002107728	0.004745334	0	0	0	0	0.007088177	0	0	0	0.003884686	0	0	0	0	0	4.65571e-05	0	0	0.000141084	0	0	0	0	0.002221531	4.40762e-05	0	0.00021245	0	0	0	0	0	0	0	0	0	0	0	0	0.000527983	0.00016257	0.001130795	0	0	0	0.000132917	0.000125502	0	0	0	0.000990391	0	0.003887269	0.000161013	0.009737679	0.000370035	0	0.018765903	0	0	0	0	0	0	5.62588e-05	0	0.000107055	0.004194826	0
Blautia 4435	0.007469773	0.001394237	0	0	0	0	0	0.001563722	0.007747082	0	0	0	0	0	0.000924879	0.054651956	0	8.39913e-05	0	0.000741977	0.019586507	0	0.028084329	0.04201882	0.058318559	0.000847218	0.066348854	0	0.042858763	0.028407936	0.00373675	0.002594707	0.052307692	0.084404799	0.001726343	0.002997076	0.003911598	0.001104475	0.001077006	0.010934394	0.000863061	0.004680574	0.00096258	0	0	0	0	0.030493708	0.043746495	0.003267974	0.003625027	3.48371e-05	0.052290171	0	0.001142422	0	0.000143321	0	0	3.37098e-05	0	0	0.010133423	0.00960607	0	0.00647187	0	0	0.059784284	5.31208e-05	0.014098361	0.000411142	0.002471806	0	0	0.037636377	0.04257101	0.021289951	0.002163722	0.068667844	0.018517398	0.024084295	0	0.005284792	0	0	0.011130988	0	0	0	0	0	0	0	0.026570624	0.002103508	0	0	0	0	6.23947e-05	0	0	0	0	0.000706928	5.48667e-05	0.002998001	0.004993758	0.001403785	0.000868357	0.005148005	0	0	0	0.021202386	0	0	0	0	0	0	0	0.095286815	0.008028709	0.000405652	0.00812192	0.009774032	0	0	0	0	0.000672269	0.027221059	0.064559034	0.017033702	0	0.070264576	0	0	0.041208218	0.023700004	0	0	0.028828142	0.000753864	0.020594823	0.04018676	0	0	0.010655166	0.000945358	0.030779726	0.039346608	0.037163098	0.013111048	0.004150526	0.03883792	0.034827377	0.002457797	0.001230639	0	0.026763356	0.000115848	0.004423711	0.002322673	0	0	0	0	0.005205321	0	0.018736451	0.023931624	0.046832932	0	0	0	0	0	0.001882149	0	0	0.034905083	0.045496874	0	0	0	0.038194749	0.000102554	0.001438219	0	0.000468165	0	0.001315789	0	0	0	0.037726773	0	0.013521458	0.014153359	0.013697673	0.011350407	0.016177577	0.012569008	7.26691e-05	0.010520685	0.001206758	0	0.015823343	0.040794758	0	0.000254842	0.021854696	0	9.54654e-05	0.001343699	4.85602e-05	4.0935e-05	0.00442635	0.000154679	0	0	0.001525447	0.009151707	0.011509949	0	0.000742832	0	0	9.96876e-05	0.000251004	0	0.03614115	0.016410256	0.00069595	0.000494315	0	2.68356e-05	0.000198728	0	0	0.000159033	0	0.003564448	0.003149002	0.002894821	0	0	0.034374121	0.057253437	0.022909753	0	0.024606696
Blautia 2720	0.000917896	0.000165981	0	0	0	0	0	0.000111694	0.000956023	0	6.49035e-05	4.43282e-05	0	0	0.000205529	0.008075523	0	8.39913e-05	4.34292e-05	0.000185494	0.00226333	0	0.005936525	0.010470488	0.006624988	9.41354e-05	0.011101678	0	0.005404588	0.004473233	0.000838862	0.000518941	0.007076923	0.011627192	0.000703325	0.000292398	0.00058674	4.09065e-05	0.000269251	0.002070908	9.58957e-05	0.000526952	0	0	0	0	5.3135e-05	0.002500807	0.005924004	0.000387726	0.000362503	0	0.007031443	0	0.000952018	0	2.38869e-05	0	0	0	0	0	0.001013342	0.001130126	0	0.000704857	0	0	0.009090909	0	0.000819672	5.13927e-05	0.000617951	0	0	0.004539796	0.004745621	0.002458545	0.00018031	0.010398273	0.001633888	0.002007025	0	0.001321198	0	0	0.001093222	0	0	8.04861e-05	0	0	0	0	0.004102466	0.0003572	0	0	0	0	0	0	0	0	0	0.000504948	0	0.001221408	0.002996255	0.000673817	0.000231562	0	0	0	0	0.007893529	0	0	0	0.000132696	0	0	0.000148655	0.040993111	0.002189648	0.000202826	0.005201679	0.003228121	0.000116401	0	0	0	0.000336134	0.010020939	0.028340495	0.004623434	0	0.023173679	0	0	0.015803441	0.009550094	0	0	0.011461409	0.000376932	0.005724241	0.020010005	0	0	0.003551722	0.000378143	0.015249408	0.012280911	0.013377132	0.004125459	0.001245158	0.015519878	0.016656572	0.00116422	0.000594101	0	0.013651224	0.000115848	0.001045604	0.000893336	0	0	0	0	0.000867553	0	0.010684422	0.014727153	0.012186482	0	0	0	0	0	0.000289561	0	0	0.008266993	0.022548889	0	0	0	0.016946176	0	0.000187594	0	0	0	0.001973684	0	0	0	0.01264431	0	0.003070089	0.005167838	0.00356419	0.003492433	0.007101204	0.003020728	0.000436015	0.003328578	0.000804505	0	0.003834626	0.014725569	0	0	0.009096279	0	9.54654e-05	0.000415907	4.85602e-05	2.04675e-05	0.000923142	0	0	4.74586e-05	0.001525447	0.004458524	0.005527377	0	0.000148566	0	0	6.64584e-05	0.000125502	0	0.010529311	0.008	0.000187371	0.000123579	0	0	0	0	0	0	0	0.000689893	0.000844854	0.000804117	0	0	0.016483826	0.0202856	0.010491382	0	0.010992336
Blautia 3525	0	9.95884e-05	0	0	0	0	0.00013369	0	0	0	0	0	0	0	0.000513822	0.001137398	0	0	0	0	0.004526659	0	0	0	0	0	0.000195912	0	0.001473979	0	0	0	0.010769231	0.000430637	0	0	0	0	0	0.011182903	0	0.001053904	0	0	0	0	0	0.003952888	0.002173303	0.003267974	0.000652505	3.48371e-05	0	0	0	0	0	0	0	0	0	0	0.000225187	0	0.000602017	0.001601948	0	0	0	0	0	0	0	0	0	0.045178297	0.03922116	0.005126327	0	0.019226996	0.000302572	0	0	0	0	8.38785e-05	0.003478434	0	0	0	0	0	0	0	0.000858656	3.96888e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002569986	0	0	0	0	0	0	0	0	0	0.000270435	0.002463953	0.0017934	0	0	0	0	0	0.000149566	0	0	0	0	0	0	0.005486478	0.007534937	0	0	0	0	0.009457442	0.009671502	0	0	6.34236e-05	0	0.00060195	0.000834625	0.016701627	0	0	0.001987768	0	0	0	0	0.012973011	0.00057924	0	0	0.000346837	0	0	0	0	0.000233645	0.001780737	0.00433925	0	0	0	0	0.000103199	0	0	0	0	0	0	0	0	0	0.000175608	0	0	0	0	0	0	0	0	0	0.000618472	0	0	0	0.013627787	0.009895227	0.002680587	0.001284678	0.000145338	0.014859724	0	0	0.000661142	0.000281829	0	0	0	0	0	0.000159964	0	2.04675e-05	4.73406e-05	0	0	0	0.000138677	0.013082248	0.016874756	0	0	0	0	0	0	0.000174004	0.013944223	0.001777778	0	0.000123579	0	2.68356e-05	0	0	0	0	0	0	0.001152074	0	0	0	0.03859353	0	0.040680869	0	0
Blautia 3210	0.011362917	0	0	0	0	0	0	0	0	0.004970179	0.003082914	0.001551487	0.003645331	0	0	0.011317106	0	0	0	0.057317752	0.001262242	0	0.008524241	0.010333618	0	0	0.00065304	0	0.007596659	0.022743777	0	0.00017298	0.003569231	0.002276223	0	7.30994e-05	0	0	0	8.28363e-05	0	0.008803199	0	0	0	0.001411275	0.000159405	0.005888996	0.006554964	0	0	0	0	0	0.001523229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056361222	0	0.002543941	0.000154488	0.000607165	0	0	0	5.23095e-05	0	0.003727683	0.002420575	0	0	0	0	0	0.000198768	0	0	0	0	0	0	0	0.003434623	0	0	0	0	0.001807965	0	0	0	0.040734289	0.172911003	0	0	0.003886298	0.006991261	0	0	0	0	0	7.72439e-05	0	0	0	0	0.000663482	0	0.003229387	0.001783856	0	0	0	0	0	0	0	0	0.002556007	0.002689076	0.030212384	0.046142828	0	0.000116198	0.011524878	0	0	0.008080627	0.009550094	0	0	0.000190494	0	0	0.002167751	0	0	0.00158559	0	0	0	0.001780979	0	0	0	0.013022411	0	0	0	0.006347385	0	0.006595351	0.006700018	0	0	2.97654e-05	0	0	0	0	0	0	0	8.79198e-05	0	0	0	0	0	0	0	0.026938938	0	0	0	0	0	0	0	0	0	0	0.000204457	0.000251256	0.0001523	0.003985706	0	0	0	0.00034943	0	0.004044394	0	0.001598721	0	0	4.44306e-05	0.002864951	7.04573e-05	0	0	0	0	0	0.000735835	0	0	0.000449736	0.004485692	0.00040833	0.001708509	0	0	0	0	7.42832e-05	0	0	0	0	0	0	0.001504274	0	0	0	0.003273937	0	0	0	0	0	0	0.000460829	0.003136057	0	0	0.004894515	0.007340184	0	0	0
Blautia 6150	0.000221561	3.31961e-05	0	0	0	0	0	0	0.000725259	0.000198807	0	0	0	0	0	0.030027298	0	0	0	0	0	0	0.006545399	0.006638152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014744864	9.58957e-05	0.003006726	0	0	0	0	0	0	0	0.003323363	0.002320017	0	0	0	0	1.19988e-05	0	0	0	3.37098e-05	0	0	0.00140742	0.000403616	0	0.003908753	0	0	0.020801233	0	0	2.56964e-05	0	0	0	0.00724903	0.009212087	0.007323325	0	0	0	0	0	0	0.001738375	0	0.000795071	0	0	0	0	0	0	0	0.003625435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004497476	0	0	0	0	0	0	0	0	0	0	0.002190181	0.007980631	0	0	0	0.000751767	0.001176471	0	0	0	0	0	0	0	0.000864717	0.000657117	0	0	3.17491e-05	0	0	0	0	0	0	0	0	0	7.91546e-05	0	0	0.003287462	0	0	0	0	0.029145799	0	0.000321724	0	0	0	0	0	0	0	0.000774234	0.002366864	0	0	0	0	0	0	0	0	0.002904444	0	0	0	0	0	8.7804e-05	0	0	0	0	0	0	0	0	0	0	0.000179244	0	0	0	0	0.004373589	0.002881844	3.63346e-05	0.003863528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002933239	0.003413968	0	0	0	0	0	0	5.80013e-05	0	0.010871795	0	0	0	0	0	0	0	0	0	0.04277337	7.68049e-05	0.004905114	0	0	0	0	0	0	0
Blautia 1702	0	0.000365157	0	0	0	0	0	0	6.59326e-05	0	3.24517e-05	0	0	0	0	0.000284349	0	0.002603729	0.001302875	0	0	0	0.002816044	0.004242943	0	0	0.008750735	0	0	0	0	0	0.001907692	0	0.00044757	0.000438596	0	0	0	0	0	0.000185983	0	0	0.000468779	0	0	0	0	0.000221558	0.000145001	0	0	0	0	5.99938e-05	7.16606e-05	0	0	0	0	0	0	0	0	0.000192234	0	0.000672948	0.009399076	0	0	0	0	0	0	0	0	0.000104619	0	0	0.019727685	0.039387858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000214638	0	0	6.23947e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001101423	0	0	0	0	0	0	0	0	0.003041178	0	0	0.0005978	0	0	0	0.000150353	0	0.010918337	0.010742787	0	0	0.000991387	0	0	2.98178e-05	4.38078e-05	0	0	0.000412738	0	0	0	0	0	0	0	4.013e-05	0	0	0	0	0.001681957	0	0.000129358	0.000297051	0	0.009912354	0	0	0	0	0	2.97654e-05	0	0	0	0.001083927	0.00105194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00446674	0	0	0	0.000139772	5.82072e-05	0	0.001006909	7.26691e-05	0.000118878	0	0	0	0	0	0	0.002126403	0	0	0	0	2.04675e-05	0	0	0	0	0	0.000879972	0.000357654	0	0	0	0	0	0.000878514	0	0	0.001435897	0	0	0	0	0.000198728	4.1115e-05	0	0	0	0	0	0	0	0	0.000281294	0.018283731	0.002141098	0	0.000504236
Blautia 2254	0	0	0	0	0	0	0	0	0	0	0.009930229	0.012145928	0.010185483	0	0	0	0	0	0	0	0	0	0	0	0	9.41354e-05	0	0	0	0	0	0	0.003323077	6.15195e-05	0	0	0	0	0	0	0	3.09972e-05	0	0	0.009750609	0	0	0.001774766	0.001647504	0.000110779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000128156	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000196194	0	0	0	0	0.000724323	0	0	0	0	0	0	0	0.000277598	0.000412775	0	0.004326084	0	0	0	0	0.005615524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034110405	0.027203806	0	0.011799769	0	0	0	0	0	0	0.000601413	0.001008403	0.000149566	0	0	0	0	0.000178508	0	0	0	0	0	3.17491e-05	0	0	0	0	0	0	0	0.0004013	0.000834625	0	0	0	0	0	0	0	0	0	0.009499537	0	0	0	0	0	0	0.000578369	0	0	0	0.000495961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001522997	0	0	0.000326605	4.65571e-05	0	0	0.000705418	0	0.073686505	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36703e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.68356e-05	0	0	4.14886e-05	0	0	0	0	0	0	0.004432218	0	0.001601495	0.000107055	0	0
Escherichia 0	0.000474774	0.006672421	0.008216318	0	0.011052938	0.009362893	0.010561497	0.001340333	0	0	3.24517e-05	0.001773128	0.002251528	0.002780868	0.003082931	5.68699e-05	0.009048612	0	0	0	0	0.002669336	0.001674404	0.001950385	0	0.007154288	0	0.001563547	3.77943e-05	0.001307114	7.62602e-05	0	0	0.000984313	0.002429668	0.000730994	0.008018776	0.010431154	0	0.000165673	0	0.001177893	0.006336983	0.013164263	0	0.011735869	0.009617428	0.001290739	0.001787717	0	0	6.96743e-05	0.000396138	0	0.008758568	0.001655828	0.001242117	0	0	0	0.000112606	0.00152972	0.003997073	0.003228931	0.014348066	0.003716519	0.013897867	0	0	0.007277556	0	0.003134957	0	0.012837193	0.014028332	0.003221791	0.002651965	0	0.00054093	0.005885815	0.000363086	0.00125439	0	0	0.000144865	0.000503271	0.000298151	0.004875887	0.005235602	0.002454827	0.006116688	0.00316403	0.009808457	0.0067076	0.002194342	0.000833466	0	0	0.000353669	0.002785243	0	0	0.000518001	0.003349859	0	0.039486972	0.045045539	0.015212081	0.007990012	0.031950138	0.04787542	0.003861004	0	0.012513156	3.8622e-05	0.002478201	0.000289519	0	0	0.003582803	0	0.000504592	0.000445964	0.000886706	0.001277295	0.006355216	0.004654134	0	0	0	0	0	0	0.000149566	0.000306937	0.0122886	0	0.000867464	8.92538e-05	0	0.004890121	0.007009243	0.015762926	0.000684814	6.34981e-05	0.002261591	0.008648581	0	0.037724842	0.030894468	0.00317118	0.003781433	0.00064208	0.000119232	0.000910278	0.012432891	0.005118982	0	0.007571169	0.013776599	0.010906005	0	0	0.005560704	0.001126036	0.000625335	0.003815205	0.002865603	0.014852959	0	0.007229612	0.001869159	7.74234e-05	0	0	0	8.79198e-05	0.024249423	0.00247678	0	0.001447807	0.01976511	0.027011327	0.000306185	0.000864707	0	0.019614046	0.000151149	8.7804e-05	0.010768126	0.007441221	0.033172668	0	0.002568631	0.000657895	0.000204457	0.001758794	0.002741395	0.004123145	0.003226385	0.000979816	0.006168816	0.000279544	0.000523865	4.70278e-05	0.020277074	7.26691e-05	0.001485972	0.00925181	0.006353579	0.001234133	0.017825689	0.005523688	0.017074414	0	0.002461707	0.000668258	0.001535656	0.007332589	0.003847886	0.001349208	0.011910286	0.00040833	0.031654881	0.003466926	5.86648e-05	6.5028e-05	0.007538636	0.006685485	0.000176944	0	0.002492191	0.003514056	0.001102024	0	0.000205128	0.011536711	0.014705882	0.030774214	0.000858738	0.000198728	0	0.008173256	0.000318066	0	0.001839715	0.001536098	0.001286587	0.016509738	0.019410057	0.000112518	0.001468037	0	0	0.000100847
Bacteroides 2	0.00319681	0.011319878	0	0	0	0	0	0	0.000824158	0.009741551	0	4.43282e-05	0	0.003893215	0.006474155	0.002616015	0.000320873	0.015538384	0.012811604	0	0.003090316	0	0	0	0.004665485	0	0.003526415	0	0.000113383	0.00066808	0	0	0	0	0.005051151	0.004532164	0	0	0.001615509	0.002899271	0.00508247	0.005362512	0	0	0	0.001931219	0.002444208	0	0	0.000443115	0.000580004	3.48371e-05	0	0	0	0	2.38869e-05	0	0.000472813	0.000303388	0	0	0.002364465	0.002583145	0	0.00032039	0	0	0	0	0	0	0	0	0	0.002636011	0.004885198	0	0	0.005297234	0.000121029	0	0	0.004036994	0	0	0.014211886	0	0	0	0.000235257	0.000666112	0	5.15969e-05	0.001335687	0.000238133	0	0	0	0	0.002059025	0	0	0	0	0	0	0	0	0.000224606	0.000289452	0.005148005	0	0	0.004287038	0.002845342	0.003908512	0	0	0	0	0	0	0	0.004987531	0.000202826	0.00036503	8.967e-05	0	0	0	0.00631484	0.005042017	0.007777445	0.002762431	0	0	0.000123923	0.000178508	0	0	0	0	0	0.002635172	0	0.00080886	0.004002001	0	4.90388e-05	0.002980909	0	0.0008026	0.001311554	0.002691257	0	0	0	0.000302847	0.003557338	0.007129217	0	0.001199917	0	0.00579104	0.007236019	0.000208102	0.000573121	0.001369211	0	0.001735107	0.00046729	0.000309693	0.000920447	0.001133626	0	0	0	0	0.000214041	0	0	0	0.002449479	0	0	0	0	0.005004829	0.002256179	0.002876438	0.00481996	0	0	0.030921053	0.0014312	0.007286432	0.012945477	0.007352941	0	0	6.98357e-05	0.003284646	0.005937136	0.002727615	0.000173605	3.63346e-05	0.003031384	0	4.44306e-05	0.002556417	0.001902346	0.00021245	0	0.003957472	0	0	0.000159964	9.71204e-05	0.000102337	4.73406e-05	0	0.006533279	4.74586e-05	0.00138677	0.010207673	0.006437768	0	7.42832e-05	0	0	0.001428856	0.006651606	5.80013e-05	0.001707456	0	5.35346e-05	0	0	0.00657471	0	4.1115e-05	0	0	0	0	0.000384025	0.000723705	0	0	0.002981716	0	0.001070549	0	0.000201694
